listing_type,status,Demand %,area,zone,project_name,tenant_restriction,price,Notes,estimated mv,installment,parking/floor,bed,bath,size,furnishing,type,tenure,room_type,bath_type,anchors,image,wa_text,date_added,source_link,move_in_date,code,lelong_date
rental,rented,-,Kajang,Taman Sutera,Sutera Niaga 8,,18000,,,,,0,0,5801,Unfurnished,Commercial,,,,MRT Kajang | Kajang MACH | UKM | KPJ Kajang Specialist Hospital | Mydin Kajang | SILK Highway,https://www.haniproperties.com/images/unitpic/suteraniaga8DPM/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Sutera Niaga 8, Taman Sutera. Price: RM18000. Ref: DPM",17/5/2026,https://telegram.me/DeePropmall/2012,Immediate,DPM,
rental,rented,-,Cheras,Bandar Sri Permaisuri,Residensi Amansuri,,2100,,,,,3,2,966,Partially Furnished,Condominium,,,,MRT Taman Mutiara | MyTown Shopping Centre | No | Hospital Cheras | AEON Big Cheras Leisure Mall | BESRAYA,https://www.haniproperties.com/images/unitpic/residensiamansuriAW/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Residensi Amansuri, Bandar Sri Permaisuri. Price: RM2100. Ref: AW",17/5/2026,https://telegram.me/rumahsewakl8055aw/66,Immediate,AW,
rental,rented,-,Ampang,Jelatek,Neu Suites,,1500,,,,,0,1,300,Fully Furnished,Studio,,,,Ampang Park LRT | Great Eastern Mall | HELP University | Gleneagles Hospital KL | Giant Ampang | AKLEH,https://www.haniproperties.com/images/unitpic/neusuitesSHU/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Neu Suites, Jelatek. Price: RM1500. Ref: SHU",17/5/2026,https://telegram.me/shuhartanah/1466,Immediate,SHU,
rental,rented,-,Ampang,Ukay Perdana,Duta Suria Residency 3.5-Storey Superlink Terrace,,6000,,,,,5,6,3010,Fully Furnished,Terrace,,,,Ampang Park LRT | Ampang Point Mall | HELP University | Ampang Puteri Specialist Hospital | Tesco Ampang | AKLEH,https://www.haniproperties.com/images/unitpic/dutasuriaresidency35storeysuperlinkterraceEX/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Duta Suria Residency 3.5-Storey Superlink Terrace, Ukay Perdana. Price: RM6000. Ref: EX",17/5/2026,https://telegram.me/RumahSewaKLSlgrBelowRM2000/25753,Immediate,EX,
rental,rented,-,Bangi,Southville City,Ceria Residence,,2100,,,,,3,2,1000,Fully Furnished,Service Residence,,,,Putrajaya Sentral (ERL) | D'Pulze Shopping Centre | Multimedia University (MMU) | Hospital Cyberjaya | Giant Cyberjaya | ELITE Highway,https://www.haniproperties.com/images/unitpic/ceriaresidenceMMN/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Ceria Residence, Cyber 11. Price: RM2100. Ref: MMN",17/5/2026,https://telegram.me/AniListings/721,1/5/2001,MMN,
rental,rented,-,Ampang,Jelatek,Neu Suites,,2000,,,,,2,1,750,Fully Furnished,Condominium,,,,LRT Jelatek | Great Eastern Mall | No | Ampang Puteri Specialist Hospital | Village Grocer Great Eastern Mall | AKLEH,https://www.haniproperties.com/images/unitpic/neusuitesADL/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Neu Suites, Jelatek. Price: RM2000. Ref: ADL",16/5/2026,https://telegram.me/adiblisting/4411,13/6/2026,ADL,
rental,rented,-,Seri Kembangan,Taman Equine,Meta City Residence,,1950,,,,,1,1,450,Fully Furnished,Service Residence,,,,MRT Taman Equine | AEON Equine Park | UPM | Hospital Serdang | AEON Equine Park | MEX,https://www.haniproperties.com/images/unitpic/metacityresidenceEX/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Meta City Residence, Taman Equine. Price: RM1950. Ref: EX",15/5/2026,https://telegram.me/RumahSewaKLSlgrBelowRM2000/25713,1/6/2026,EX,
rental,rented,-,Petaling Jaya / Damansara,Bandar Sunway,Mentari Court,,1300,,,,,3,2,852,Unfurnished,Apartment,,,,KTM Setia Jaya | Sunway Pyramid | Sunway University | Sunway Medical Centre | Giant Sunway Pyramid | Federal Highway,https://www.haniproperties.com/images/unitpic/mentaricourtADL/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Mentari Court, Bandar Sunway. Price: RM1300. Ref: ADL",15/5/2026,https://telegram.me/adiblisting/4388,Immediate,ADL,
rental,rented,-,Petaling Jaya / Damansara,Kelana Jaya,Kelana Puteri Condominium,,1600,,,,,3,2,1055,Partially Furnished,Condominium,,,,LRT Kelana Jaya | Paradigm Mall PJ | SEGi University Kota Damansara | Subang Jaya Medical Centre | Giant Kelana Jaya | LDP,https://www.haniproperties.com/images/unitpic/kelanaputericondominiumNS/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Kelana Puteri Condominium, Kelana Jaya. Price: RM1600. Ref: NS",15/5/2026,https://telegram.me/rumahsewajualbelikldanselangor/10502,Immediate,NS,
rental,rented,-,Puncak Alam,Bandar Puncak Alam,Halya 2 @ Daunan 2-Storey Terrace,,2500,,,,,4,3,,Fully Furnished,Terrace,,,,UiTM Puncak Alam Columbia Asia Hospital Shah Alam ,https://www.haniproperties.com/images/unitpic/halya2daunan2storeyterraceHF/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Halya 2 @ Daunan 2-Storey Terrace, Bandar Puncak Alam. Price: RM2500. Ref: HF",15/5/2026,https://telegram.me/iqalisting/2713,1/6/2026,HF,
rental,rented,-,Kajang,Kajang,Saville Kajang,,1950,,,,,3,2,1004,Fully Furnished,Service Residence,,,,Kajang MRT Station | AEON Kajang | UNITEN | Hospital Kajang | AEON Big Kajang | LEKAS Highway,https://www.haniproperties.com/images/unitpic/savillekajangEX/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Saville Kajang, Kajang. Price: RM1950. Ref: EX",14/5/2026,https://telegram.me/RumahSewaKLSlgrBelowRM2000/25664,Immediate,EX,
rental,rented,-,Shah Alam,Batu Tiga,Pangsapuri Indah Ria,,1700,,,,,3,2,1100,Fully Furnished,Apartment,,,,KTM Batu Tiga | AEON Mall Shah Alam | MSU Shah Alam | No | No | Federal Highway,https://www.haniproperties.com/images/unitpic/pangsapuriindahriaMMN/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Pangsapuri Indah Ria, Batu Tiga. Price: RM1700. Ref: MMN",14/5/2026,https://telegram.me/AniListings/2282,1/8/2001,MMN,
rental,rented,-,Cheras,Pudu,Kenanga Point,,2000,,,,,3,–,900,Fully Furnished,Condominium,,,,Hang Tuah MRT/LRT | Lalaport BBCC | No | Hospital Kuala Lumpur | No | SMART Tunnel,https://www.haniproperties.com/images/unitpic/kenangapointEX/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Kenanga Point, Pudu. Price: RM2000. Ref: EX",14/5/2026,https://telegram.me/RumahSewaKLSlgrBelowRM2000/25683,Immediate,EX,
rental,rented,-,Cyberjaya / Putrajaya,Cyber 12,Edusphere Atelier,,1900,,,,,2,2,650,Fully Furnished,Service Residence,,,,ERL Putrajaya Sentral | No | University of Cyberjaya | KPJ Putrajaya Specialist Hospital | Giant Cyberjaya | ELITE Highway,https://www.haniproperties.com/images/unitpic/edusphereatelierEX/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Edusphere Atelier, Cyber 12. Price: RM1900. Ref: EX",14/5/2026,https://telegram.me/RumahSewaKLSlgrBelowRM2000/25616,Immediate,EX,
rental,rented,-,Shah Alam,Alam Impian,Alam Impian 2-Storey Terrace,,2550,,,,,4,4,2200,Fully Furnished,Terrace,,,,Padang Jawa KTM Station | Setia City Mall | UiTM Shah Alam | Hospital Shah Alam | Giant Hicom | KESAS Highway,https://www.haniproperties.com/images/unitpic/alamimpian2storeyterraceHF/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Alam Impian 2-Storey Terrace, Alam Impian. Price: RM2550. Ref: HF",14/5/2026,https://telegram.me/iqalisting/2705,Immediate,HF,
rental,rented,-,Selayang,Selayang Baru,228 Kondominium,,1600,,,,,3,2,965,Fully Furnished,Condominium,,,,KTM Batu Kentonmen | Selayang Mall | No | Hospital Selayang | Giant Selayang | LATAR Expressway,https://www.haniproperties.com/images/unitpic/228kondominiumEX/pic1.jpg,"Hi Hani, I'm interested in the unit rental at 228 Kondominium, Selayang Baru. Price: RM1600. Ref: EX",14/5/2026,https://telegram.me/RumahSewaKLSlgrBelowRM2000/25638,Immediate,EX,
rental,rented,-,Puncak Alam,Puncak Alam,Ritma Perdana Puncak Alam Corner Lot,,2000,,,,,4,4,1450,Partially Furnished,Terrace,,,,No | No | UiTM Puncak Alam | No | ECONSAVE Puncak Alam | LATAR Highway,https://www.haniproperties.com/images/unitpic/ritmaperdanapuncakalamcornerlotHF/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Ritma Perdana Puncak Alam Corner Lot, Puncak Alam. Price: RM2000. Ref: HF",13/5/2026,https://telegram.me/iqalisting/2689,Immediate,HF,
rental,rented,-,Kajang,Kajang 2,Residensi Zamrud,,1100,,,,,3,2,1023,Unfurnished,Condominium,,,,MRT Kajang | Kajang Mall | No | Hospital Kajang | Mydin Kajang | LEKAS Highway,https://www.haniproperties.com/images/unitpic/residensizamrudEX/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Residensi Zamrud, Kajang 2. Price: RM1100. Ref: EX",13/5/2026,https://telegram.me/RumahSewaKLSlgrBelowRM2000/25603,,EX,
rental,rented,-,Shah Alam,Alam Impian,Pangsapuri Tun Teja 1,,1200,,,,,3,2,700,Partially Furnished,Apartment,,,,No | AEON Shah Alam | UiTM Shah Alam | Hospital Shah Alam | Giant Shah Alam | Lebuhraya ELITE,https://www.haniproperties.com/images/unitpic/pangsapuritunteja1MMN/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Pangsapuri Tun Teja 1, Alam Impian. Price: RM1200. Ref: MMN",13/5/2026,https://telegram.me/AniListings/2756,Immediate,MMN,
rental,rented,-,Kuala Lumpur,Keramat,Gurney Heights,,1800,,,,,3,1,890,Fully Furnished,Condominium,,,,Dato Keramat LRT Station | Great Eastern Mall | No | Hospital Ampang | Village Grocer The Intermark | AKLEH,https://www.haniproperties.com/images/unitpic/gurneyheightsMAP/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Gurney Heights, Keramat. Price: RM1800. Ref: MAP",13/5/2026,https://telegram.me/MarroikmalProperty/5496,1/9/2026,MAP,
rental,rented,-,Sentul,Sentul,Vista Harmoni Residence,,2200,,,,,3,3,1200,Fully Furnished,Condominium,,,,Sentul Timur LRT Station | Shaw Parade | UTAR Setapak | KPJ Tawakkal Specialist Hospital | Giant Sentul | DUKE,https://www.haniproperties.com/images/unitpic/vistaharmoniresidenceEX/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Vista Harmoni Residence, Sentul. Price: RM2200. Ref: EX",12/5/2026,https://telegram.me/RumahSewaKLSlgrBelowRM2000/25525,18/5/2026,EX,
rental,rented,-,Bangi,Bandar Baru Bangi,Vista Bangi,,1800,,,,,1,1,501,Fully Furnished,Studio,,,,Bangi KTM Station | AEON Mall Bangi | Universiti Kebangsaan Malaysia | Hospital Canselor Tuanku Muhriz | Giant Bangi | SILK Highway,https://www.haniproperties.com/images/unitpic/vistabangiNS/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Vista Bangi, Bandar Baru Bangi. Price: RM1800. Ref: NS",12/5/2026,https://telegram.me/rumahsewajualbelikldanselangor/10384,1/7/2026,NS,
rental,rented,-,Selayang,Sunway Batu Caves,Sunway Batu Caves,,1300,,,,,3,2,700,Unfurnished,Apartment,,,,KTM Batu Caves | No | No | Hospital Selayang | Giant Batu Caves | DUKE Highway,https://www.haniproperties.com/images/unitpic/sunwaybatucavesEX/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Sunway Batu Caves, Sunway Batu Caves. Price: RM1300. Ref: EX",12/5/2026,https://telegram.me/RumahSewaKLSlgrBelowRM2000/25461,Immediate,EX,
rental,rented,-,Ampang,Jelatek,Neu Suites,,1800,,,,,1,1,260,Fully Furnished,Studio,,,,Ampang Park LRT | Suria KLCC | No | Gleneagles Hospital | Village Grocer KLCC | AKLEH,https://www.haniproperties.com/images/unitpic/neusuitesEX/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Neu Suites, Jelatek. Price: RM1800. Ref: EX",12/5/2026,https://telegram.me/RumahSewaKLSlgrBelowRM2000/25475,Immediate,EX,
rental,rented,-,Seri Kembangan,Lestari Perdana,Lestari Perdana 7,,850,,,,,3,2,620,Unfurnished,Apartment,,,,No | No | No | No | Giant Seri Kembangan | No,https://www.haniproperties.com/images/unitpic/lestariperdana7NS/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Lestari Perdana 7, Lestari Perdana. Price: RM850. Ref: NS",12/5/2026,https://telegram.me/rumahsewajualbelikldanselangor/10402,Immediate,NS,
rental,rented,-,Cheras,Bandar Sri Permaisuri,Suasana Lumayan,,2200,,,,,3,2,1142,Fully Furnished,Condominium,,,,MRT Taman Pertama | Viva Home Mall | UKM | HUKM | AEON Big Cheras | Grand Saga,https://www.haniproperties.com/images/unitpic/suasanalumayanADL/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Suasana Lumayan, Bandar Sri Permaisuri. Price: RM2200. Ref: ADL",11/5/2026,https://telegram.me/adiblisting/4175,1/6/2026,ADL,
rental,rented,-,Petaling Jaya / Damansara,Damansara Perdana,Ritze Perdana 1,,1200,,,,,0,1,382,Fully Furnished,Studio,,,,MRT Mutiara Damansara | IPC Shopping Centre | Taylor's University | Damansara Specialist Hospital | Village Grocer The Curve | LDP,https://www.haniproperties.com/images/unitpic/ritzeperdana1ADL/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Ritze Perdana 1, Damansara Perdana. Price: RM1200. Ref: ADL",11/5/2026,https://telegram.me/adiblisting/4147,1/6/2026,ADL,
rental,rented,-,Kuala Lumpur,Bandar Tasik Selatan,Residensi Sasar Sateria,,1500,,,,,4,2,1000,Unfurnished,Apartment,,,,Bandar Tasik Selatan Station | Mid Valley Megamall | Universiti Malaya | Hospital Kuala Lumpur | AEON Big Cheras | BESRAYA,https://www.haniproperties.com/images/unitpic/residensisasarsateriaADL/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Residensi Sasar Sateria, Bandar Tasik Selatan. Price: RM1500. Ref: ADL",11/5/2026,https://telegram.me/adiblisting/4157,1/6/2026,ADL,
rental,rented,-,Bangi,Bangi,Residensi Adelia 4,,1500,,,,,3,3,1045,Fully Furnished,Apartment,,,,KTM Bangi | Bangi Wonderland | UKM | HCTM | Tesco Bandar Puteri Bangi | PLUS Highway,https://www.haniproperties.com/images/unitpic/residensiadelia4LMZ/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Residensi Adelia 4, Bangi. Price: RM1500. Ref: LMZ",11/5/2026,https://telegram.me/listingmazhar/2503,Immediate,LMZ,
rental,rented,-,Bangi,Bangi,Residensi Adelia 4,,1800,,,,,3,3,1045,Fully Furnished,Apartment,,,,KTM Bangi | Bangi Wonderland | UKM | HCTM | Tesco Bandar Puteri Bangi | PLUS Highway,https://www.haniproperties.com/images/unitpic/residensiadelia4LMZ/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Residensi Adelia 4, Bangi. Price: RM1800. Ref: LMZ",11/5/2026,https://telegram.me/listingmazhar/2486,Immediate,LMZ,
rental,rented,-,Bangi,Bandar Baru Bangi,Bandar Baru Bangi 2-Storey Terrace,,1600,,,,,4,3,1600,Partially Furnished,Terrace,,,,KTM UKM | Bangi Gateway | UKM | HCTM (UKMMC) | ECONSAVE Bangi | LEKAS Highway,https://www.haniproperties.com/images/unitpic/bandarbarubangi2storeyterraceSJH/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Bandar Baru Bangi 2-Storey Terrace, Bandar Baru Bangi. Price: RM1600. Ref: SJH",11/5/2026,https://telegram.me/sjhartanah/0755,Immediate,SJH,
rental,rented,-,Sepang,Salak Perdana,Acacia Residences,,1700,,,,,3,2,850,Fully Furnished,Condominium,,,,KTM Salak Tinggi | IOI City Mall | No | Hospital Putrajaya | Mydin Salak Tinggi | ELITE Highway,https://www.haniproperties.com/images/unitpic/acaciaresidencesLMZ/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Acacia Residences, Salak Perdana. Price: RM1700. Ref: LMZ",11/5/2026,https://telegram.me/listingmazhar/2471,Immediate,LMZ,
rental,rented,-,Cheras,Bandar Sri Permaisuri,Residensi Amansuri,,2000,,,,,3,2,960,Partially Furnished,Condominium,,,,MRT Taman Connaught | Cheras Leisure Mall | No | Hospital Canselor Tuanku Muhriz | AEON Big Cheras Selatan | SUKE Highway,https://www.haniproperties.com/images/unitpic/residensiamansuriAW/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Residensi Amansuri, Bandar Sri Permaisuri. Price: RM2000. Ref: AW",9/5/2026,https://telegram.me/rumahsewakl8055aw/14,Immediate,AW,
rental,rented,-,Cheras,Bandar Sri Permaisuri,Residensi Amansuri,,2200,,,,,3,2,900,Partially Furnished,Condominium,,,,MRT Taman Connaught | Cheras Leisure Mall | No | Hospital Canselor Tuanku Muhriz | AEON Big Cheras Selatan | SUKE Highway,https://www.haniproperties.com/images/unitpic/residensiamansuriAW/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Residensi Amansuri, Bandar Sri Permaisuri. Price: RM2200. Ref: AW",9/5/2026,https://telegram.me/rumahsewakl8055aw/16,Immediate,AW,
rental,rented,-,Cheras,Bandar Sri Permaisuri,Residensi Amansuri,,2300,,,,,3,2,966,Partially Furnished,Condominium,,,,MRT Taman Connaught | Cheras Leisure Mall | No | Hospital Canselor Tuanku Muhriz | AEON Big Cheras Selatan | SUKE Highway,https://www.haniproperties.com/images/unitpic/residensiamansuriAW/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Residensi Amansuri, Bandar Sri Permaisuri. Price: RM2300. Ref: AW",9/5/2026,https://telegram.me/rumahsewakl8055aw/32,Immediate,AW,
rental,rented,-,Kuala Lumpur,Kampung Baru,Plaza Rah Condominium,,3000,,,,,3,2,1178,Fully Furnished,Condominium,,,,MRT Kampung Baru | Suria KLCC | No | Hospital Kuala Lumpur (HKL) | No | AKLEH Highway,https://www.haniproperties.com/images/unitpic/plazarahcondominiumMAP/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Plaza Rah Condominium, Kampung Baru. Price: RM3000. Ref: MAP",9/5/2026,https://telegram.me/MarroikmalProperty/5439,Immediate,MAP,
rental,rented,-,Shah Alam,i-City,I-Residence,,1750,,,,,2,1,754,Partially Furnished,Service Residence,,,,Shah Alam KTM | Central i-City Mall | MSU (Management & Science University) | Hospital Shah Alam | AEON Big Shah Alam | Federal Highway,https://www.haniproperties.com/images/unitpic/iresidencePYH/pic1.jpg,"Hi Hani, I'm interested in the unit rental at I-Residence, i-City. Price: RM1750. Ref: PYH",9/5/2026,https://telegram.me/PakYaHartanahListing/998,Immediate,PYH,
rental,rented,-,Cheras,Cheras,Bandar Damai Perdana 2-Storey Terrace,,1800,,,,,3,2,1200,Partially Furnished,Terrace,,,,No | The Mines Shopping Mall | No | No | AEON Big Tun Hussein Onn | SILK Highway,https://www.haniproperties.com/images/unitpic/bandardamaiperdana2storeyterraceMAP/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Bandar Damai Perdana 2-Storey Terrace, Cheras. Price: RM1800. Ref: MAP",9/5/2026,https://telegram.me/MarroikmalProperty/5463,Immediate,MAP,
rental,rented,-,Seri Kembangan,Lestari Perdana,Prestige Residence,,2000,,,,,3,2,850,Fully Furnished,Condominium,,,,MRT Putra Permai | AEON Taman Equine | UPM Serdang | Hospital Serdang | Giant Seri Kembangan | MEX,https://www.haniproperties.com/images/unitpic/prestigeresidenceADL/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Prestige Residence, Lestari Perdana. Price: RM2000. Ref: ADL",8/5/2026,https://telegram.me/adiblisting/4106,Immediate,ADL,
rental,rented,-,Shah Alam,Seksyen 13,Lifestyle Suites TTDI Sentralis,,5500,,,,,0,2,1400,Unfurnished,Studio,,,,LRT Stadium Shah Alam | AEON Mall Shah Alam | MSU | MSU Medical Centre | Giant Stadium Shah Alam | Federal Highway,https://www.haniproperties.com/images/unitpic/lifestylesuitesttdisentralisLNS/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Lifestyle Suites TTDI Sentralis, Seksyen 13. Price: RM5500. Ref: LNS",8/5/2026,https://telegram.me/ListingNikkSyafiq/311,Immediate,LNS,
rental,rented,-,Puchong,Taman Putra Perdana,LBS Skylake Residence,,1400,,,,,2,2,883,Partially Furnished,Service Residence,,,,No | IOI Mall Puchong | MAHSA University | Columbia Asia Hospital Puchong | Giant Putra Perdana | ELITE,https://www.haniproperties.com/images/unitpic/lbsskylakeresidenceADL/pic1.jpg,"Hi Hani, I'm interested in the unit rental at LBS Skylake Residence, Taman Putra Perdana. Price: RM1400. Ref: ADL",8/5/2026,https://telegram.me/adiblisting/4097,End of May 2026,ADL,
rental,rented,-,Kuala Lumpur,Bangsar,Gaya Bangsar,,4500,,,,,2,2,1200,Fully Furnished,Condominium,,,,LRT Bangsar | Mid Valley Megamall | University of Malaya | UMMC | Village Grocer Mid Valley | Sprint Highway,https://www.haniproperties.com/images/unitpic/gayabangsarEX/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Gaya Bangsar, Bangsar. Price: RM4500. Ref: EX",8/5/2026,https://telegram.me/RumahSewaKLSlgrBelowRM2000/25415,Immediate,EX,
rental,rented,-,Petaling Jaya / Damansara,Damansara Perdana,D'Vine Residence,,1800,,,,,2,1,550,Fully Furnished,Condominium,,,,MRT Mutiara Damansara | IPC Shopping Centre | No | Damansara Specialist Hospital | Giant Damansara Jaya | LDP,https://www.haniproperties.com/images/unitpic/dvineresidenceADL/pic1.jpg,"Hi Hani, I'm interested in the unit rental at D'Vine Residence, Damansara Perdana. Price: RM1800. Ref: ADL",8/5/2026,https://telegram.me/adiblisting/4066,Immediate,ADL,
rental,rented,-,Bangi,Bandar Baru Bangi,Bandar Baru Bangi Seksyen 4 Tambahan 2-Storey Terrace,,1800,,,,,4,3,1400,Fully Furnished,Terrace,,,,KTM Bangi | Bangi Gateway | UKM | Hospital Canselor Tuanku Muhriz | ECONSAVE Bangi | SILK Highway,https://www.haniproperties.com/images/unitpic/bandarbarubangiseksyen4tambahan2storeyterraceSJH/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Bandar Baru Bangi Seksyen 4 Tambahan 2-Storey Terrace, Bandar Baru Bangi. Price: RM1800. Ref: SJH",8/5/2026,https://telegram.me/sjhartanah/0645,Immediate,SJH,
rental,rented,-,Kuala Lumpur,Kuchai Lama,Lily Apartment,,1850,,,,,3,2,,Partially Furnished,Apartment,,,,Kuchai Lama MRT Station | Pearl Point Shopping Centre | No | Taman Desa Medical Centre | AEON Big Sri Petaling | NPE Highway,https://www.haniproperties.com/images/unitpic/lilyapartmentEYP/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Lily Apartment, Kuchai Lama. Price: RM1850. Ref: EYP",7/5/2026,https://telegram.me/erinyusofpropertylisting/2490,End of June 2026,EYP,
rental,rented,-,Cheras,Batu 9 Cheras,Casa Suria Condominium,,1500,,,,,4,3,1300,Fully Furnished,Condominium,,,,MRT Taman Suntex | EkoCheras Mall | No | Columbia Asia Hospital Cheras | Giant Batu 9 Cheras | SILK Highway,https://www.haniproperties.com/images/unitpic/casasuriacondominiumNLH/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Casa Suria Condominium, Batu 9 Cheras. Price: RM1500. Ref: NLH",7/5/2026,https://telegram.me/nourladyhartanah/882,Immediate,NLH,
rental,rented,-,Kuala Lumpur,Keramat,Platinum Splendor Residensi Semarak,,2200,,,,,4,2,1184,Partially Furnished,Apartment,,,,LRT Keramat | AEON Mall Taman Maluri | UTM Kuala Lumpur | Hospital Kuala Lumpur | AEON Big Maluri | MRR2,https://www.haniproperties.com/images/unitpic/platinumsplendorresidensisemarakMAP/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Platinum Splendor Residensi Semarak, Keramat. Price: RM2200. Ref: MAP",6/5/2026,https://telegram.me/MarroikmalProperty/5421,Immediate,MAP,
rental,rented,-,Dengkil,Cybersouth,Kita Bayu Cybersouth 2-Storey Terrace,,2200,,,,,4,3,1447,Partially Furnished,Terrace,,,,KTM Salak Tinggi | No | No | No | No | MEX | ELITE,https://www.haniproperties.com/images/unitpic/kitabayucybersouth2storeyterraceEX/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Kita Bayu Cybersouth 2-Storey Terrace, Cybersouth. Price: RM2200. Ref: EX",6/5/2026,https://telegram.me/RumahSewaKLSlgrBelowRM2000/25362,Early June 2026,EX,
rental,rented,-,Kuala Lumpur,Wangsa Maju,Henna Residence @ The Quartz,,2500,,,,,3,2,850,Fully Furnished,Condominium,,,,LRT Wangsa Maju | Wangsa Walk Mall | UIAM Gombak | KPJ Ampang Puteri Specialist Hospital | AEON Big Wangsa Maju | MRR2,https://www.haniproperties.com/images/unitpic/hennaresidencethequartzMAP/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Henna Residence @ The Quartz, Wangsa Maju. Price: RM2500. Ref: MAP",6/5/2026,https://telegram.me/MarroikmalProperty/5415,Immediate,MAP,
rental,rented,-,Bandar Saujana Putra,Bandar Saujana Putra,Bandar Saujana Putra Cluster-link Semi-D,,1600,,,,,4,4,1759,Unfurnished,Semi D,,,,Putra Heights LRT | Lotus's Bandar Saujana Putra | MAHSA University | No | No | ELITE Highway,https://www.haniproperties.com/images/unitpic/bandarsaujanaputraclusterlinksemidMMN/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Bandar Saujana Putra Cluster-link Semi-D, Bandar Saujana Putra. Price: RM1600. Ref: MMN",6/5/2026,https://telegram.me/AniListings/2313,1/6/2026,MMN,
rental,rented,-,Kuala Lumpur,TTDI,TTDI Jalan Tun Mohd Fuad Dua Ground Floor Shop,,18000,,,,,0,0,1700,Unfurnished,Commercial,,,,MRT TTDI | 1 Utama Shopping Centre | University of Malaya | Damansara Specialist Hospital | Village Grocer Bangsar Village | SPRINT Highway,https://www.haniproperties.com/images/unitpic/ttdijalantunmohdfuadduagroundfloorshopMAP/pic1.jpg,"Hi Hani, I'm interested in the unit rental at TTDI Jalan Tun Mohd Fuad Dua Ground Floor Shop, TTDI. Price: RM18000. Ref: MAP",5/5/2026,https://telegram.me/MarroikmalProperty/5221,1/7/2001,MAP,
rental,rented,-,Ampang,Bukit Antarabangsa,Trinity Wellnessa,,2450,,,,,3,2,1008,Partially Furnished,Condominium,,,,LRT Sri Rampai | KL East Mall | IIUM Gombak | Ampang Puteri Specialist Hospital | AEON Big Ampang | MRR2,https://www.haniproperties.com/images/unitpic/trinitywellnessaMAP/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Trinity Wellnessa, Bukit Antarabangsa. Price: RM2450. Ref: MAP",5/5/2026,https://telegram.me/MarroikmalProperty/5240,Immediate,MAP,
rental,rented,-,Selayang,Batu Caves,Taman Greenwood 1-Storey Terrace,,2200,,,,,3,2,1600,Partially Furnished,Terrace,,,,KTM Batu Caves | AEON Big Batu Caves | TAR UC | Selayang Hospital | Lotus's Selayang | DUKE Highway,https://www.haniproperties.com/images/unitpic/tamangreenwood1storeyterraceADL/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Taman Greenwood 1-Storey Terrace, Batu Caves. Price: RM2200. Ref: ADL",5/5/2026,https://telegram.me/adiblisting/3924,Immediate,ADL,
