row,listing_type,project_name,area,code,folder
996,rental,"The Colony by Infinitum (COL-A-12-05-S1 (P), Luxe View)",Kuala Lumpur,DPM,thecolonybyinfinitumcola1205s1pluxeviewDPM
997,rental,"The Colony by Infinitum (COL-A-10-07-S1 (P), City View)",Kuala Lumpur,DPM,thecolonybyinfinitumcola1007s1pcityviewDPM
998,rental,VIM 3 Desa Park North,Kepong,EX,vim3desaparknorthEX
999,rental,Mount Karunmas,Seri Kembangan,NS,mountkarunmasNS
1000,rental,Mount Karunmas,Seri Kembangan,ADL,mountkarunmasADL
1001,rental,Apartment Rajawali,Bangi,NS,apartmentrajawaliNS
1002,rental,High Park Suites,Petaling Jaya / Damansara,ADL,highparksuitesADL
1003,rental,The Robertson,Kuala Lumpur,ADL,therobertsonADL
1004,rental,The Robertson,Kuala Lumpur,EX,therobertsonEX
1005,rental,Sentral Suites,Kuala Lumpur,ADL,sentralsuitesADL
1006,rental,Pangsapuri Puncak Saujana,Kajang,NS,pangsapuripuncaksaujanaNS
1007,subsale,MH Platinum Residency,Setapak,EXP,mhplatinumresidencyEXP
1008,rental,M-City,Ampang,EX,mcityEX
1009,subsale,Casa Idaman,Sentul,EXP,casaidamanEXP
1010,rental,Liberty Arc @ Ampang Ukay,Ampang,EX,libertyarcampangukayEX
1012,subsale,Townhouse Diamond Residence,Kajang,EXP,townhousediamondresidenceEXP
1013,subsale,The Hamilton,Kuala Lumpur,EXP,thehamiltonEXP
1014,subsale,Arte Cheras,Cheras,EXP,artecherasEXP
1015,subsale,3 Storey Terrace Alstonea,Subang Jaya,EXP,3storeyterracealstoneaEXP
1016,rental,Oasis 2,Kajang,ADL,oasis2ADL
1018,rental,M City @ Jalan Ampang,Ampang,FPR,mcityjalanampangFPR
1019,rental,Astoria Ampang,Ampang,FPR,astoriaampangFPR
1020,subsale,2 Storey Terrace Taman Koperasi Polis Fasa II,Selayang,EXP,2storeyterracetamankoperasipolisfasaiiEXP
1021,subsale,2 Storey Terrace Hampton Residence,Sungai Buloh,EXP,2storeyterracehamptonresidenceEXP
1022,rental,Residensi Zamrud Kajang 2,Kajang,NS,residensizamrudkajang2NS
1024,subsale,2 Storey Terrace Taman Putra Prima,Puchong,EXP,2storeyterracetamanputraprimaEXP
1026,rental,Edelweiss @ Tropicana Gardens,Petaling Jaya / Damansara,EX,edelweisstropicanagardensEX
1027,rental,Vista Bayu,Klang,NS,vistabayuNS
1028,rental,168 Park Selayang,Selayang,ADL,168parkselayangADL
1029,subsale,Ampang Prima Condominium,Ampang,EXP,ampangprimacondominiumEXP
1031,subsale,Empire City Colonial Loft,Petaling Jaya / Damansara,EXP,empirecitycolonialloftEXP
1032,subsale,2 Storey Terrace Taman Pinggiran Senawang,Nilai,EXP,2storeyterracetamanpinggiransenawangEXP
1034,subsale,Semi Detached Taman Perdana Residence,Selayang,EXP,semidetachedtamanperdanaresidenceEXP
1035,rental,"The Colony by Infinitum (COL-A-08-03-S1 (P), City View)",Kuala Lumpur,DPM,thecolonybyinfinitumcola0803s1pcityviewDPM
1037,subsale,Palmyra Residence,Kajang,EXP,palmyraresidenceEXP
1038,subsale,3 Storey Courtyard Villa 16 Quartz,Kuala Lumpur,EXP,3storeycourtyardvilla16quartzEXP
1039,subsale,2 Storey Terrace Taman Mega Jaya,Ampang,EXP,2storeyterracetamanmegajayaEXP
1041,subsale,Ryan & Miho Residence,Petaling Jaya / Damansara,DPM,ryanmihoresidenceDPM
1043,subsale,2.5 Storey Terrace Bukit Antarabangsa,Ampang,EXP,25storeyterracebukitantarabangsaEXP
1045,subsale,M Vertica,Cheras,EXP,mverticaEXP
1046,subsale,2 Storey Terrace Taman Sierra Ukay,Ampang,REG,2storeyterracetamansierraukayREG
1048,subsale,The Wharf Puchong Lake View,Puchong,RSS,thewharfpuchonglakeviewRSS
1049,subsale,The Edge Residence,Subang Jaya,EXP,theedgeresidenceEXP
1050,subsale,Taman Putra Ampang,Ampang,EXP,tamanputraampangEXP
1052,subsale,Taman Harmoni,Kajang,EXP,tamanharmoniEXP
1055,subsale,Residensi Anggerik Wira,Kajang,EXP,residensianggerikwiraEXP
1056,subsale,PRIMA Lakefront Homes,Cyberjaya / Putrajaya,RSS,primalakefronthomesRSS
1057,subsale,Platinum Splendor Residensi Semarak,Kuala Lumpur,EXP,platinumsplendorresidensisemarakEXP
1059,subsale,Perdana Lakeview East Bungalow,Cyberjaya / Putrajaya,EXP,perdanalakevieweastbungalowEXP
1063,subsale,M Centura Residence,Sentul,EXP,mcenturaresidenceEXP
1064,rental,I-Soho @ i-City,Shah Alam,ADL,isohoicityADL
1066,subsale,Desa Baiduri Murni,Sepang,RSS,desabaidurimurniRSS
1067,subsale,Cengal Condominium,Cheras,EXP,cengalcondominiumEXP
1068,subsale,Berjaya Times Square Service Suites,Kuala Lumpur,EXP,berjayatimessquareservicesuitesEXP
1069,subsale,2 Storey Terrace PJS 10,Petaling Jaya / Damansara,EXP,2storeyterracepjs10EXP
1072,rental,Bayu Residensi @ Sri Gombak,Selayang,ADL,bayuresidensisrigombakADL
1073,subsale,2 Storey Terrace Sunway Kayangan,Shah Alam,EXP,2storeyterracesunwaykayanganEXP
1075,rental,The Colony by Infinitum,Kuala Lumpur,DPM,thecolonybyinfinitumDPM
1076,rental,The Colony by Infinitum,Kuala Lumpur,DPM,thecolonybyinfinitumDPM
1077,rental,The Colony by Infinitum,Kuala Lumpur,DPM,thecolonybyinfinitumDPM
1078,rental,The Colony by Infinitum,Kuala Lumpur,DPM,thecolonybyinfinitumDPM
1079,rental,The Colony by Infinitum,Kuala Lumpur,DPM,thecolonybyinfinitumDPM
1080,rental,The Colony by Infinitum,Kuala Lumpur,DPM,thecolonybyinfinitumDPM
1081,rental,Sentral Suites,Kuala Lumpur,DPM,sentralsuitesDPM
1083,subsale,1 Storey Bungalow Kampung Bukit Naga,Shah Alam,NZR,1storeybungalowkampungbukitnagaNZR
1084,subsale,Sierramas West,Sungai Buloh,DPM,sierramaswestDPM
1085,rental,The Elements,Ampang,EX,theelementsEX
1086,subsale,Taman Meru Makmur 3,Klang,EXP,tamanmerumakmur3EXP
1088,rental,Inspirasi Mont Kiara,Kuala Lumpur,FPR,inspirasimontkiaraFPR
1093,rental,2-Storey Terrace @ Bandar Puchong Jaya,Puchong,ADL,2storeyterracebandarpuchongjayaADL
1094,subsale,Residensi Pandanmas 2,Kuala Lumpur,EXP,residensipandanmas2EXP
1097,subsale,Ayuman Suite,Selayang,EXP,ayumansuiteEXP
1099,rental,Residensi Amansuri,Cheras,ADL,residensiamansuriADL
1104,subsale,Tasik Kundang,Rawang,EXP,tasikkundangEXP
1108,rental,Amansuri Residence,Cheras,ADL,amansuriresidenceADL
1116,subsale,Residensi Adelia 4,Kajang,EXP,residensiadelia4EXP
1117,subsale,Seksyen 4 Wangsa Maju Flat Block C,Kuala Lumpur,EXP,seksyen4wangsamajuflatblockcEXP
1118,subsale,Bukit Pandan 2 Condominium,Cheras,EXP,bukitpandan2condominiumEXP
1119,rental,Presint 14,Cyberjaya / Putrajaya,EX,presint14EX
1125,room,Desaminium Flora,Seri Kembangan,DPM,desaminiumfloraDPM
1139,room,Cova Suites,Petaling Jaya / Damansara,DPM,covasuitesDPM
1146,rental,Prima Bayu,Klang,MMN,primabayuMMN
1149,rental,Vista Harmoni Residences,Sentul,DPM,vistaharmoniresidencesDPM
1150,rental,Vista Harmoni Residences,Sentul,DPM,vistaharmoniresidencesDPM
1151,rental,Trinity Wellnessa,Ampang,EX,trinitywellnessaEX
1152,rental,Selayang Point,Selayang,ADL,selayangpointADL
1153,rental,Vista Harmoni Residences,Sentul,DPM,vistaharmoniresidencesDPM
1155,rental,Residensi Adelia 3,Kajang,NS,residensiadelia3NS
1158,rental,Residensi Bandar Bukit Mahkota,Bangi,FPR,residensibandarbukitmahkotaFPR
1159,rental,Diamond Residence,Kajang,FPR,diamondresidenceFPR
1160,rental,Cerrado Suites,Bangi,FPR,cerradosuitesFPR
1161,rental,Bandar Seri Putra Terrace House,Bangi,FPR,bandarseriputraterracehouseFPR
1162,rental,Bandar Seri Putra Shoplot,Bangi,FPR,bandarseriputrashoplotFPR
1163,rental,Sentul Point Suites,Sentul,EX,sentulpointsuitesEX
1164,rental,Rica Residence,Sentul,ADL,ricaresidenceADL
1166,rental,Residensi MAX,Sentul,ADL,residensimaxADL
1168,rental,Kiambang Apartment,Puchong,EX,kiambangapartmentEX
1169,subsale,The Pulse Residence,Puchong,DPM,thepulseresidenceDPM
1170,rental,Parkland Residence,Kajang,NS,parklandresidenceNS
1172,rental,SOHO Trio Permai,Seri Kembangan,ADL,sohotriopermaiADL
1173,rental,Rafflesia Sentul Condominium,Sentul,ADL,rafflesiasentulcondominiumADL
1174,rental,M Luna,Kepong,ADL,mlunaADL
1175,rental,UBN Apartment,Kuala Lumpur,LRH,ubnapartmentLRH
1176,rental,Sensory Tower B,Bangi,NS,sensorytowerbNS
1177,rental,Mutiara Magna,Kepong,EX,mutiaramagnaEX
1179,subsale,The Zizz,Petaling Jaya / Damansara,EXP,thezizzEXP
1180,rental,M Suites,Ampang,EX,msuitesEX
1182,rental,Almyra Residences,Bangi,NS,almyraresidencesNS
1184,subsale,Unio Residence,Kepong,EXP,unioresidenceEXP
1185,subsale,Semi-D Nusaputra,Puchong,EXP,semidnusaputraEXP
1186,subsale,3 Storey Terrace Nassim Heights,Ampang,EXP,3storeyterracenassimheightsEXP
1187,subsale,3 Storey Bungalow Anjung Melati,Selayang,EXP,3storeybungalowanjungmelatiEXP
1188,rental,Penaga,Selayang,ADL,penagaADL
1189,rental,Nexus Taman Pertama,Ampang,FPR,nexustamanpertamaFPR
1190,rental,Residensi Emas @ Kajang 2,Kajang,NS,residensiemaskajang2NS
1191,rental,Kajang 2-Storey Terrace,Kajang,NS,kajang2storeyterraceNS
1192,subsale,2.5 Storey Terrace Taman Desa Gemilang,Kuala Lumpur,EXP,25storeyterracetamandesagemilangEXP
1194,subsale,Ampang Putra Residency,Ampang,EXP,ampangputraresidencyEXP
1195,subsale,2 Storey Terrace Taman Perepat Indah,Klang,EXP,2storeyterracetamanperepatindahEXP
1196,rental,Mas Court,Kepong,EX,mascourtEX
1197,rental,M City,Ampang,EX,mcityEX
1198,rental,Minest Residence,Sentul,ADL,minestresidenceADL
1199,rental,Residensi Sky Awani 2,Sentul,ADL,residensiskyawani2ADL
1201,subsale,2 Storey Terrace Verna Serene Heights,Kajang,EXP,2storeyterracevernasereneheightsEXP
1202,subsale,Arte Plus,Ampang,EXP,arteplusEXP
1203,subsale,Ashino @ Gravit8,Klang,EXP,ashinogravit8EXP
1206,subsale,Conezion Residence,Cyberjaya / Putrajaya,EXP,conezionresidenceEXP
1208,subsale,Taman Bukit Teratai,Cheras,EXP,tamanbukitterataiEXP
1209,subsale,Residential Land Kota Emerald East,Rawang,EXP,residentiallandkotaemeraldeastEXP
1211,subsale,Tiara Duta Condominium,Ampang,EXP,tiaradutacondominiumEXP
1212,subsale,Tiara Duta Condominium,Ampang,EXP,tiaradutacondominiumEXP
1213,subsale,Tanah Sungai Lui,Kajang,EXP,tanahsungailuiEXP
1214,subsale,Tanah Durian Kuang,Sungai Buloh,RSS,tanahduriankuangRSS
1215,subsale,Tanah Banglo Bandar Tasik Kesuma,Kajang,RSS,tanahbanglobandartasikkesumaRSS
1216,subsale,Taman Ikhlas,Sepang,EXP,tamanikhlasEXP
1217,subsale,Sungai Lui,Kajang,EXP,sungailuiEXP
1218,subsale,Suasana Lumayan Condominium Penthouse,Cheras,EXP,suasanalumayancondominiumpenthouseEXP
1221,subsale,Seasons Garden Residences,Setapak,EXP,seasonsgardenresidencesEXP
1223,subsale,Putra Suria Residence,Kuala Lumpur,EXP,putrasuriaresidenceEXP
1224,subsale,Puteri Court Condominium,Ampang,EXP,putericourtcondominiumEXP
1225,subsale,Plaza Grand Regency,Cheras,EXP,plazagrandregencyEXP
1226,subsale,Platinum Lake PV 10 Condominium,Setapak,EXP,platinumlakepv10condominiumEXP
1227,subsale,Park Avenue Damansara Damai,Petaling Jaya / Damansara,EXP,parkavenuedamansaradamaiEXP
1229,subsale,Neu Suites @ Ampang,Kuala Lumpur,EXP,neusuitesampangEXP
1230,subsale,Laman Tasik Condominium,Cheras,EXP,lamantasikcondominiumEXP
1231,subsale,Kaleidoscope Setiawangsa Residensi,Kuala Lumpur,EXP,kaleidoscopesetiawangsaresidensiEXP
1233,subsale,Flora Damansara,Petaling Jaya / Damansara,ZYP,floradamansaraZYP
1236,subsale,Emerald Diamond Townhouse,Kajang,EXP,emeralddiamondtownhouseEXP
1237,subsale,D'Puncak Suasana Apartment,Cheras,EXP,dpuncaksuasanaapartmentEXP
1238,subsale,Double Storey Terrace Taman Bukit Belimbing,Seri Kembangan,EXP,doublestoreyterracetamanbukitbelimbingEXP
1239,subsale,Double Storey Terrace,Cheras,EXP,doublestoreyterraceEXP
1240,subsale,Double Storey Corner Lot Seksyen 6,Kajang,EXP,doublestoreycornerlotseksyen6EXP
1241,subsale,DeCentrum SOHO Duplex,Kajang,EXP,decentrumsohoduplexEXP
1242,subsale,Crystal Tower Condominium,Ampang,EXP,crystaltowercondominiumEXP
1243,subsale,City Garden Orchid Court Condominium,Ampang,EXP,citygardenorchidcourtcondominiumEXP
1245,subsale,Bintang Mas Condominium,Cheras,EXP,bintangmascondominiumEXP
1246,subsale,Bayu Puteri Apartment,Petaling Jaya / Damansara,EXP,bayuputeriapartmentEXP
1247,rental,Bandar Baru Bangi 2-Storey Semi-Detached,Kajang,EX,bandarbarubangi2storeysemidetachedEX
1248,subsale,Baiduri Apartment,Kuala Lumpur,EXP,baiduriapartmentEXP
1249,subsale,Aseana Puteri Condominium,Puchong,EXP,aseanaputericondominiumEXP
1251,subsale,Amara Residences,Selayang,EXP,amararesidencesEXP
1252,subsale,2-Storey Superlink Bandar Nusaputra,Puchong,EXP,2storeysuperlinkbandarnusaputraEXP
1253,subsale,2.5-Storey Semi-D,Klang,EXP,25storeysemidEXP
1254,subsale,2.5-Storey Landed House Bukit Permata,Selayang,EXP,25storeylandedhousebukitpermataEXP
1255,rental,Jalan Bukit Kuda Shoplot,Klang,DPM,jalanbukitkudashoplotDPM
1256,subsale,Bandar Puteri,Klang,EXP,bandarputeriEXP
1257,rental,The Tamarind @ Sentul East,Sentul,ADL,thetamarindsentuleastADL
1262,rental,M Arisa,Sentul,ADL,marisaADL
1263,subsale,Prima Saujana,Kajang,EXP,primasaujanaEXP
1265,rental,Residensi Amansuri,Cheras,EX,residensiamansuriEX
1266,rental,Parc 3 Residences,Cheras,ADL,parc3residencesADL
1270,subsale,Grandeur Tower,Ampang,EXP,grandeurtowerEXP
1278,subsale,2 Storey Terrace Taman Subang Murni,Shah Alam,RSS,2storeyterracetamansubangmurniRSS
1282,subsale,Sri Alam Condominium,Shah Alam,DPM,srialamcondominiumDPM
1292,subsale,Suria Residence @ Bukit Jelutong,Shah Alam,HRK,suriaresidencebukitjelutongHRK
1293,subsale,Elmina Green 3,Shah Alam,EXP,elminagreen3EXP
1295,subsale,Divina,Shah Alam,EXP,divinaEXP
1314,subsale,Taman Desiran Bayu Semi D,Puchong,EXP,tamandesiranbayusemidEXP
1321,rental,LakePark Residence @ KL North,Selayang,ADL,lakeparkresidenceklnorthADL
1324,rental,Residensi Adelia 3,Kajang,NS,residensiadelia3NS
1325,rental,Giverny Walk,Sepang,FPR,givernywalkFPR
1326,rental,168 Park Residensi Selayang,Selayang,ADL,168parkresidensiselayangADL
1327,rental,Mirai Residences,Kajang,EX,mirairesidencesEX
1328,rental,Brezza Hill,Ampang,ADL,brezzahillADL
1331,subsale,Q Avenue @ Queensville,Cheras,DPM,qavenuequeensvilleDPM
1332,rental,Astetica Residence,Seri Kembangan,ADL,asteticaresidenceADL
1333,rental,The Jalil,Seri Kembangan,ADL,thejalilADL
1334,rental,Villa Park,Seri Kembangan,ADL,villaparkADL
1335,rental,Palmyra Residences,Bangi,NS,palmyraresidencesNS
1336,rental,Residensi Emas @ Kajang 2,Kajang,NS,residensiemaskajang2NS
1338,rental,Jardin Residence 2-Storey Terrace,Sungai Buloh,ADL,jardinresidence2storeyterraceADL
1339,rental,Residensi Mutiara Kajang 2,Kajang,NS,residensimutiarakajang2NS
1340,rental,M Suites,Ampang,ADL,msuitesADL
1343,subsale,Astana Lumayan,Cheras,EXP,astanalumayanEXP
1344,rental,3 Elements,Seri Kembangan,ADL,3elementsADL
1345,subsale,Hon Residensi CGCC,Ampang,EXP,honresidensicgccEXP
1346,rental,168 Park Selayang,Selayang,EX,168parkselayangEX
1347,rental,Residensi Sutera 7,Kajang,NS,residensisutera7NS
1348,rental,Palmyra Residence,Kajang,NS,palmyraresidenceNS
1349,rental,Bukit Tiara Residensi,Kajang,NS,bukittiararesidensiNS
1350,rental,Rentak Perdana 2-Storey Terrace,Puncak Alam,HF,rentakperdana2storeyterraceHF
1351,rental,Residensi Emas @ Kajang 2,Kajang,NS,residensiemaskajang2NS
1353,subsale,UNA Residensi Peel,Cheras,EXP,unaresidensipeelEXP
1354,subsale,3 Storey Terrace Taman Ukay Perdana,Ampang,EXP,3storeyterracetamanukayperdanaEXP
1355,subsale,Bungalow Taman Bandar Puteri,Rawang,EXP,bungalowtamanbandarputeriEXP
1356,subsale,Almyra Residence,Kajang,EXP,almyraresidenceEXP
1357,subsale,2 Storey Terrace Taman Lestari Putra,Seri Kembangan,EXP,2storeyterracetamanlestariputraEXP
1358,subsale,3 Storey Terrace Dumalis 16 Sierra,Puchong,EXP,3storeyterracedumalis16sierraEXP
1359,subsale,Cube @ One South,Seri Kembangan,FRH,cubeonesouthFRH
1360,subsale,Laman Oakleaf Bukit Antarabangsa,Ampang,EXP,lamanoakleafbukitantarabangsaEXP
1362,subsale,2 Storey Terrace Taman Seri Mewah,Klang,EXP,2storeyterracetamanserimewahEXP
1363,subsale,Verondo Residence,Petaling Jaya / Damansara,EXP,verondoresidenceEXP
1364,subsale,Verdale @ Alam Sari,Bangi,EXP,verdalealamsariEXP
1365,subsale,V Residence 3,Cheras,EXP,vresidence3EXP
1366,subsale,Ukay Bistari,Ampang,EXP,ukaybistariEXP
1368,subsale,Traders Garden,Cheras,EXP,tradersgardenEXP
1369,subsale,Taman Pelangi Semenyih 2,Kajang,EXP,tamanpelangisemenyih2EXP
1370,subsale,Taman Jasmin Kajang,Kajang,EXP,tamanjasminkajangEXP
1371,subsale,Sungai Kapar Indah,Klang,RSS,sungaikaparindahRSS
1373,subsale,Single Storey Terrace Felicia,Klang,EXP,singlestoreyterracefeliciaEXP
1374,subsale,Shop Apartment Bandar Baru Ampang,Ampang,EXP,shopapartmentbandarbaruampangEXP
1375,subsale,Residensi PR1MA Alam Damai,Cheras,EXP,residensipr1maalamdamaiEXP
1376,subsale,Residensi Idaman Abadi,Kajang,EXP,residensiidamanabadiEXP
1377,subsale,Queensbury Mahkota Hills,Nilai,EXP,queensburymahkotahillsEXP
1378,subsale,Puchong Selangor,Puchong,RSS,puchongselangorRSS
1381,subsale,Menara U2,Shah Alam,HRK,menarau2HRK
1382,subsale,Jalan Rodat Bandar Bukit Raja,Klang,HRK,jalanrodatbandarbukitrajaHRK
1383,subsale,Jalan Komoditi 23/9B Seksyen 23,Shah Alam,EXP,jalankomoditi239bseksyen23EXP
1384,subsale,Gaia Taman Sering Ukay,Ampang,EXP,gaiatamanseringukayEXP
1388,subsale,Cerrado @ Southville City,Bangi,EXP,cerradosouthvillecityEXP
1389,subsale,Casa Bluebell Townhouse,Cyberjaya / Putrajaya,ZYP,casabluebelltownhouseZYP
1391,subsale,Bukit Mahkota Double Storey Endlot,Bangi,RSS,bukitmahkotadoublestoreyendlotRSS
1392,subsale,Astoria Ampang,Ampang,EXP,astoriaampangEXP
1394,subsale,Ampang Saujana Semi D Cluster,Ampang,EXP,ampangsaujanasemidclusterEXP
1398,rental,Residensi Mutiara Kajang 2,Kajang,ADL,residensimutiarakajang2ADL
1403,rental,Tropical Villa,Seri Kembangan,FPR,tropicalvillaFPR
1406,rental,Residensi Dian 2,Shah Alam,ADL,residensidian2ADL
1411,subsale,Bukit Cherakah,Shah Alam,CE,bukitcherakahCE
1416,rental,D'Alamanda,Cheras,ADL,dalamandaADL
1418,rental,One Cochrane Residences,Cheras,DPM,onecochraneresidencesDPM
1419,rental,One Cochrane Residences,Cheras,DPM,onecochraneresidencesDPM
1423,rental,Serenia Amani,Sepang,FPR,sereniaamaniFPR
1424,rental,Sensory Residence,Bangi,FPR,sensoryresidenceFPR
1425,rental,Sensory Residence,Bangi,FPR,sensoryresidenceFPR
1426,rental,Monet Springtime,Sepang,FPR,monetspringtimeFPR
1428,rental,Sky Bungalow @ Green Beverly Hills,Nilai,DPM,skybungalowgreenbeverlyhillsDPM
1430,rental,The Elements,Ampang,EX,theelementsEX
1431,rental,Meta Residences,Seri Kembangan,DPM,metaresidencesDPM
1435,rental,Desa Impiana,Puchong,NS,desaimpianaNS
1436,rental,Desa Impiana,Puchong,EX,desaimpianaEX
1437,rental,Kaseh Heights 3-Storey Terrace,Kajang,ADL,kasehheights3storeyterraceADL
1439,rental,BSP Idaman Apartment,Puchong,ADL,bspidamanapartmentADL
1440,rental,Pearl Avenue,Kajang,NS,pearlavenueNS
1441,subsale,Vista Indah Putra,Klang,EXP,vistaindahputraEXP
1443,subsale,2 Storey Terrace M3 Residence,Kajang,RSS,2storeyterracem3residenceRSS
1444,subsale,Vista Bayu Apartment,Klang,RSS,vistabayuapartmentRSS
1445,subsale,Univ 360 Place,Seri Kembangan,EXP,univ360placeEXP
1446,subsale,Tanah Pertanian Sepang,Sepang,RSS,tanahpertaniansepangRSS
1447,subsale,Tanah Pertanian Kg Salak Tinggi,Sepang,RSS,tanahpertaniankgsalaktinggiRSS
1449,subsale,Taman Setia Impian 2 Storey Terrace,Klang,EXP,tamansetiaimpian2storeyterraceEXP
1450,subsale,Taman Permai Jaya,Ampang,EXP,tamanpermaijayaEXP
1451,subsale,Taman Paroi Jaya Corner Terrace,Nilai,EXP,tamanparoijayacornerterraceEXP
1452,subsale,Taman Indah Puteri,Sepang,EXP,tamanindahputeriEXP
1453,subsale,Taman Desa Permai,Shah Alam,EXP,tamandesapermaiEXP
1454,subsale,Sungai Lui,Kajang,EXP,sungailuiEXP
1456,subsale,Sri Pinang Villa Apartment,Ampang,EXP,sripinangvillaapartmentEXP
1457,subsale,Simfoni 2 Residences,Kajang,EXP,simfoni2residencesEXP
1458,subsale,Serissa Terrace Denai Alam,Shah Alam,EXP,serissaterracedenaialamEXP
1459,subsale,Seri Riana Residence,Setapak,EXP,seririanaresidenceEXP
1461,subsale,Residensi KLIA,Nilai,RSS,residensikliaRSS
1463,subsale,Juta Mines Condominium,Seri Kembangan,EXP,jutaminescondominiumEXP
1464,subsale,Jenderam Hulu,Sepang,EXP,jenderamhuluEXP
1465,subsale,Hyde Tower,Shah Alam,EXP,hydetowerEXP
1466,subsale,Grandeur Tower Apartment,Ampang,EXP,grandeurtowerapartmentEXP
1467,subsale,Double Storey Taman Bukit Ria,Kajang,EXP,doublestoreytamanbukitriaEXP
1470,subsale,Brezza Hill Condominium,Ampang,EXP,brezzahillcondominiumEXP
1473,subsale,Amber Residence Gamuda,Klang,EXP,amberresidencegamudaEXP
1474,subsale,3-Storey Semi-D Broadleaf Residences,Shah Alam,EXP,3storeysemidbroadleafresidencesEXP
1475,rental,Kaseh Heights,Semenyih,ADL,kasehheightsADL
1478,subsale,Bandar Hillpark,Puncak Alam,EXP,bandarhillparkEXP
1481,subsale,2 Storey Terrace M3 Residence,Kajang,EXP,2storeyterracem3residenceEXP
1483,rental,Townsquare @ Gamuda Cove,Dengkil,DPM,townsquaregamudacoveDPM
1485,subsale,Tropicana Aman Bayan,Klang,EXP,tropicanaamanbayanEXP
1486,subsale,Taman Desa Gemilang,Selayang,EXP,tamandesagemilangEXP
1489,rental,Bayu Residensi,Selayang,ADL,bayuresidensiADL
1490,subsale,2 Storey Terrace Irama Perdana,Puncak Alam,EXP,2storeyterraceiramaperdanaEXP
1492,subsale,2 Storey Terrace Taman Alam Indah,Shah Alam,EXP,2storeyterracetamanalamindahEXP
1493,subsale,Residential Land Dengkil,Sepang,RSS,residentiallanddengkilRSS
1497,subsale,2 Storey Terrace Cahaya SPK,Shah Alam,EXP,2storeyterracecahayaspkEXP
1498,subsale,Homestay + Motel Complex Kuah Langkawi,Langkawi,RSS,homestaymotelcomplexkuahlangkawiRSS
1499,subsale,Tiara Imperio,Bangi,RSS,tiaraimperioRSS
1500,subsale,Tanah Tepi Highway PLUS,Selangor,EXP,tanahtepihighwayplusEXP
1501,subsale,Taman Mawar 2,Sepang,EXP,tamanmawar2EXP
1502,subsale,Taman Indah KLIA,Sepang,EXP,tamanindahkliaEXP
1503,subsale,Skylake Residence,Puchong,EXP,skylakeresidenceEXP
1504,subsale,Serenia Aqila,Sepang,EXP,sereniaaqilaEXP
1505,subsale,Pangsapuri Cengal Cheras,Cheras,RSS,pangsapuricengalcherasRSS
1507,subsale,Nusari Aman 2,Nilai,ZYP,nusariaman2ZYP
1508,subsale,Magna Ville Condominium,Selayang,EXP,magnavillecondominiumEXP
1509,subsale,Kita Impian Apartment @ Cybersouth,Sepang,EXP,kitaimpianapartmentcybersouthEXP
1510,subsale,Jalan Kapar–Teluk Intan,Perak,RSS,jalankapartelukintanRSS
1511,subsale,Dusun Durian Musang King,Selayang,RSS,dusundurianmusangkingRSS
1512,subsale,Double Storey Davina Nilai Impian,Nilai,RSS,doublestoreydavinanilaiimpianRSS
1514,subsale,Bukit Rahman Putra,Sungai Buloh,EXP,bukitrahmanputraEXP
1517,subsale,Bandar Serenia,Sepang,EXP,bandarsereniaEXP
1520,subsale,Apartment Duta Perintis,Puncak Alam,CND,apartmentdutaperintisCND
1521,subsale,Ampang Putra Residensi,Ampang,EXP,ampangputraresidensiEXP
1522,subsale,Amansiara Townhouse,Selayang,EXP,amansiaratownhouseEXP
1524,subsale,Taman Bernam Jaya,-,EXP,tamanbernamjayaEXP
1525,rental,Idaman Melur,Dengkil,NS,idamanmelurNS
1526,subsale,2 Storey Terrace Taman Langat Utama,Sepang,EXP,2storeyterracetamanlangatutamaEXP
1527,subsale,The Starling Bandar Rimbayu,Klang,EXP,thestarlingbandarrimbayuEXP
1529,subsale,Taman Cahaya Alam U12,Shah Alam,EXP,tamancahayaalamu12EXP
1530,subsale,Green Acre Park Condominium,Kajang,EXP,greenacreparkcondominiumEXP
1531,subsale,Aquila Taman Alam Sutera,Puncak Alam,HRK,aquilatamanalamsuteraHRK
1533,subsale,Kota Warisan Saujana KLIA,Sepang,RSS,kotawarisansaujanakliaRSS
1534,subsale,Dataran Templer,Selayang,EXP,datarantemplerEXP
1535,rental,Harmoni Elmina 1,Shah Alam,LNS,harmonielmina1LNS
1537,subsale,Monet Springtime,Sepang,EXP,monetspringtimeEXP
1538,subsale,Monet Springtime,Sepang,EXP,monetspringtimeEXP2
1539,rental,Lexa Residence @ The Quartz,Kuala Lumpur,ADL,lexaresidencethequartzADL
1541,rental,The Holmes,Cheras,ADL,theholmesADL2
1542,rental,The Paxtonz,Petaling Jaya / Damansara,ADL,thepaxtonzADL2
1543,rental,Residensi Zamrud,Kajang,ADL,residensizamrudADL2
1544,rental,Minest Residence,Sentul,ADL,minestresidenceADL2
1545,rental,Razak City Residences,Kuala Lumpur,ADL,razakcityresidencesADL2
1546,rental,Residensi Sateria,Kuala Lumpur,NS,residensisateriaNS2
1547,rental,3 Towers,Ampang,EX,3towersEX
1548,rental,LBS Skylake Residence,Puchong,HF,lbsskylakeresidenceHF
1551,subsale,Penduline (End Lot),Klang,MMN,pendulineendlotMMN
1562,rental,Pangsapuri Serai Wangi,Shah Alam,-,pangsapuriseraiwangi-
